has_title,has_input,has_button,has_image,has_submit,has_link,has_password,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_th,number_of_tr,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_img,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,URL,label
1,1,1,0,0,1,0,0,1,0,0,34,87,0,41,323,0,2,9,41,8,48,0,1,0,12999,87,244,11,319,1,1,1,0,0,1,9,1,0,0,0,201,1,https://monespace-client-info.surge.sh/pages/region.html,1
1,1,1,0,0,1,0,0,1,0,0,34,87,0,41,323,0,2,9,41,8,48,0,1,0,12999,87,244,11,319,1,1,1,0,0,1,9,1,0,0,0,201,1,https://infp-ca-assistance-service.surge.sh/pages/region.html,1
1,1,1,0,0,1,0,0,1,0,0,34,87,0,41,323,0,2,9,41,8,48,0,1,0,12999,87,244,11,319,1,1,1,0,0,1,9,1,0,0,0,201,1,https://info-plus-ca.surge.sh/pages/region.html,1
1,1,1,0,0,1,0,0,1,0,0,34,87,0,41,323,0,2,9,41,8,48,0,1,0,12999,87,244,11,319,1,1,1,0,0,1,9,1,0,0,0,201,1,https://info-app-appli-ca.surge.sh/pages/region.html,1
1,1,1,0,0,1,0,0,1,0,0,34,87,0,41,323,0,2,9,41,8,48,0,1,0,12999,87,244,11,319,1,1,1,0,0,1,9,1,0,0,0,201,1,https://inf-plus-mise-a-jour-phone.surge.sh/pages/region.html,1
1,1,1,0,0,1,0,0,1,0,0,34,87,0,41,323,0,2,9,41,8,48,0,1,0,12999,87,244,11,319,1,1,1,0,0,1,9,1,0,0,0,201,1,https://forme-roulante-wathc.surge.sh/pages/region.html,1
1,1,1,0,0,1,0,0,1,0,0,34,87,0,41,323,0,2,9,41,8,48,0,1,0,12999,87,244,11,319,1,1,1,0,0,1,9,1,0,0,0,201,1,https://forge-nior-client.surge.sh/pages/region.html,1
1,1,1,0,0,1,0,0,1,0,0,34,87,0,41,323,0,2,9,41,8,48,0,1,0,12999,87,244,11,319,1,1,1,0,0,1,9,1,0,0,0,201,1,https://dounou-beben-londo.surge.sh/pages/region.html,1
1,1,1,0,0,1,0,0,1,0,0,34,87,0,41,323,0,2,9,41,8,48,0,1,0,12999,87,244,11,319,1,1,1,0,0,1,9,1,0,0,0,201,1,https://disastrous-apples.surge.sh/pages/region.html,1
1,1,1,0,0,1,0,0,1,0,0,34,87,0,41,323,0,2,9,41,8,48,0,1,0,12999,87,244,11,319,1,1,1,0,0,1,9,1,0,0,0,201,1,https://authen-service-client-ca.surge.sh/pages/region.html,1
1,1,1,0,0,1,0,0,1,0,0,34,87,0,41,323,0,2,9,41,8,48,0,1,0,12999,87,244,11,319,1,1,1,0,0,1,9,1,0,0,0,201,1,https://assistance-week-ca.surge.sh/pages/region.html,1
1,1,1,0,0,1,0,0,1,0,0,34,87,0,41,323,0,2,9,41,8,48,0,1,0,12999,87,244,11,319,1,1,1,0,0,1,9,1,0,0,0,201,1,https://assistance-plus-info-c.surge.sh/pages/region.html,1
1,1,1,0,0,1,0,0,1,0,0,34,87,0,41,323,0,2,9,41,8,48,0,1,0,12999,87,244,11,319,1,1,1,0,0,1,9,1,0,0,0,201,1,https://assistance-info-licorne-ca.surge.sh/pages/region.html,1
1,1,1,0,0,1,0,0,1,0,0,34,87,0,41,323,0,2,9,41,8,48,0,1,0,12999,87,244,11,319,1,1,1,0,0,1,9,1,0,0,0,201,1,https://app-nouveau-info-client.surge.sh/pages/region.html,1
1,1,1,0,0,1,0,0,1,0,0,34,87,0,41,323,0,2,9,41,8,48,0,1,0,12999,87,244,11,319,1,1,1,0,0,1,9,1,0,0,0,201,1,http://info-client-space-ca.surge.sh/pages/region.html,1
1,1,1,0,0,1,0,0,0,0,0,1,4,0,0,99,2,6,11,42,24,65,1,1,1,11005,4,72,73,35,1,1,1,0,0,1,18,1,0,0,0,13,1,https://ln.run/bsDnd,1
1,1,1,0,0,1,0,0,0,0,0,1,4,0,0,126,3,5,11,15,24,64,1,1,1,9649,4,72,73,35,1,1,1,0,0,1,18,1,0,0,0,13,1,https://ln.run/svPmh,1
1,1,1,0,0,1,0,0,0,0,0,1,4,0,0,128,0,0,11,36,24,56,1,1,1,9674,4,72,73,35,0,1,1,0,0,1,18,1,0,0,0,13,0,https://ln.run/SchuC,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,35,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,https://ulys-sms.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://0.gravatar.com/avatar/952933abc179482d29cb7d535bfe46bf8062af0e35ad7503b780706b0e93a32c,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://0.gravatar.com/avatar/952933abc179482d29cb7d535bfe46bf8062af0e35ad7503b780706b0e93a32c?s=96&amp;d=identicon&amp;r=G,1
1,1,1,1,0,1,0,0,0,0,0,4,11,4,0,10,0,0,9,7,8,7,1,1,0,1145,0,16,1,59,0,1,0,0,0,0,18,1,0,0,0,25,0,https://atlantianpress.com/?gad_source=1&amp;gad_campaignid=23182792784&amp;gbraid=0AAAABB2801gsBApqSaLr8nxJ2XMVaL7YN&amp;gclid=EAIaIQobChMImbTLuf7nkAMVUk1HAR3rhy1kEAAYASAAEgK06fD_BwE,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,182,0,1,0,6,0,0,0,0,1,0,1,0,0,0,0,3,0,https://produbnkasistent.webcindario.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,4,0,0,0,16,0,1,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,https://2flefh.share-eu1.hsforms.com/2uJsOqYQzQSmhHeWC0YdP9g,1
1,1,0,0,0,1,0,0,1,0,0,11,0,0,0,2,0,0,10,1,13,4,0,0,0,41,0,1,1,5,0,0,1,0,0,0,8,0,0,0,0,0,0,https://form.jotform.com/253114372085048,1
1,1,0,0,0,1,0,0,1,0,0,11,0,0,0,3,0,0,10,1,13,4,0,0,0,41,0,1,1,5,0,0,1,0,0,0,8,0,0,0,0,1,0,https://form.jotform.com/253074443398059,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,21,0,0,0,41,0,3,2,21,0,0,0,0,0,0,23,0,0,0,0,5,0,http://vsrtyufsdtyu.sitew.org.uk/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,8,0,0,0,8,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,https://linqapp.com/broadandmail,1
1,1,1,0,0,1,0,0,0,0,0,1,29,0,0,195,0,0,26,214,25,60,1,0,1,19687,1,357,147,451,0,1,0,0,1,0,63,1,0,1,5,194,0,https://vinci-fr-reglement.com/,1
1,1,1,0,0,1,0,0,0,0,0,1,29,0,0,195,0,0,26,214,25,60,1,0,1,19932,1,357,146,453,0,1,0,0,1,0,63,1,0,1,5,195,0,https://vinci-fr-reglement.com/index.php,1
1,1,1,0,0,1,0,0,0,0,0,1,29,0,0,195,0,0,26,214,25,60,1,0,1,19932,1,357,146,453,0,1,0,0,1,0,63,1,0,1,5,195,0,https://vinci-fr-reglement.com/as.php,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,37,0,1,0,240,0,1,2,3,0,0,0,0,1,0,2,0,0,0,0,0,0,https://pichinchaapro.webcindario.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,37,0,1,0,240,0,1,2,3,0,0,0,0,1,0,2,0,0,0,0,0,0,https://pichincha2025.webcindario.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,37,0,1,0,240,0,1,2,3,0,0,0,0,1,0,2,0,0,0,0,0,0,https://avanzapichincha.webcindario.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,37,0,1,0,240,0,1,2,3,0,0,0,0,1,0,2,0,0,0,0,0,0,https://credipichincha.webcindario.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,37,0,1,0,240,0,1,2,3,0,0,0,0,1,0,2,0,0,0,0,0,0,https://servipichincha01.webcindario.com/?fbclid=IwY2xjawNzHotleHRuA2FlbQIxMABicmlkETFNb0FGQVZXV202MGlQQjNXAR7Wx_11bLhVi_SfQWqNdGWaYBZtZGMPotvW2tgsvVWPiXc_kpQ2nEP_2tAtJw_aem_FNjC4ob5fZh3FeuWACf48g,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,182,0,1,0,6,0,0,0,0,1,0,1,0,0,0,0,3,0,https://cred1pichincha.webcindario.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,182,0,1,0,6,0,0,0,0,1,0,1,0,0,0,0,3,0,https://produbancoactiva.webcindario.com/,1
1,1,1,0,0,1,0,0,0,1,0,1,6,0,0,24,0,0,24,13,40,44,1,1,1,10266,0,161,32,392,0,1,1,0,1,0,11,1,0,0,1,56,0,https://convitedigitalone.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,21,51,0,0,0,141,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vSTlfAf-QSiwnK-LHGTA6liH36uEKV4H95J4dLDoSRLUD2I5eqWaupHW3WCCXK0zpKWeVvz8mvATRLH/pub?start=false&amp;loop=false&amp;delayms=3000,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,21,51,0,0,0,141,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vSTlfAf-QSiwnK-LHGTA6liH36uEKV4H95J4dLDoSRLUD2I5eqWaupHW3WCCXK0zpKWeVvz8mvATRLH/pub?start=false&loop=false&delayms=3000,1
1,1,1,0,0,1,0,0,0,0,0,1,29,0,0,195,0,0,26,214,25,60,1,0,1,19932,1,357,146,453,0,1,0,0,1,0,63,1,0,1,5,195,0,https://fr-vinci-peage.com/,1
1,1,1,0,0,1,0,0,0,0,0,1,29,0,0,195,0,0,26,214,25,60,1,0,1,19932,1,357,146,453,0,1,0,0,1,0,63,1,0,1,5,195,0,https://fr-vinci-peage.com/as.php,1
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,0,11,0,1,0,493,0,4,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,https://www.mac-solutions.it/privacy-policy/,1
1,1,1,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,11,2,8,7,1,0,0,151,0,1,1,20,0,0,1,0,0,1,14,0,0,0,0,0,0,https://updatttemail0com1.framer.website/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,https://ptsns24gov.com/pt/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,http://sns24.govpot.com/pt/,1
1,1,1,0,1,1,0,0,1,0,0,8,1,0,0,2,0,1,6,0,27,7,0,0,0,117,0,4,1,54,0,0,1,0,0,1,7,0,0,0,0,11,1,https://qiolimerdain.weebly.com/,1
1,1,0,0,1,1,0,1,0,0,0,4,0,0,0,0,0,0,3,0,3,16,0,0,0,157,0,0,3,11,0,0,1,0,0,1,2,0,0,0,0,1,0,https://network-solution.webflow.io/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,http://sns24gova.com/pt/,1
1,1,1,0,1,1,0,0,1,0,0,8,1,0,0,0,0,0,15,0,27,12,0,0,0,146,0,4,3,53,0,0,1,0,0,1,8,0,0,0,0,12,0,https://midwestbnk.weebly.com/,1
1,1,0,0,1,1,0,1,0,0,0,4,0,0,0,0,0,0,3,2,3,3,1,0,0,234,0,0,2,8,0,0,1,0,0,1,3,0,0,0,0,0,0,https://login-uthscsa-microsoftonl.webflow.io/,1
1,1,1,0,0,1,0,1,0,0,0,4,3,0,0,0,0,0,11,20,66,16,1,0,0,698,2,24,1,212,0,1,1,0,0,1,17,0,0,0,0,37,0,https://jonesmcduck464.wixsite.com/my-site-1,1
1,1,1,0,1,1,0,0,1,0,0,8,1,0,0,2,0,1,6,0,27,7,0,0,0,117,0,4,1,54,0,0,1,0,0,1,7,0,0,0,0,11,1,https://aweiomertial.weebly.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,https://ctt-pti.uno/tracki/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,https://sns24.govpou.com/pt/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,https://sns24.govpotu.com/pt/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,https://sns24.govptm.com/pt/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,8,0,0,0,8,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,https://linqapp.com/1und1onos,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://m-relay-centre.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://m-relay-centre.com/index,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://m-relay-centre.com/index.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://erialdglobalproperties.com/wp-content/maintenance/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://valleyandroidtv.com/tradingview.valleyandroidtv.com/assets/,1
1,0,0,1,0,1,0,0,0,0,0,0,0,6,0,57,0,0,15,11,4,47,1,1,0,4590,0,57,2,89,0,1,0,1,1,0,8,0,0,0,0,15,0,https://us.mandates-ledger.com/,1
1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,27,0,0,0,230,0,0,1,5,0,0,1,0,0,0,2,0,0,0,0,1,0,https://entropiez.com/,1
1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,27,0,0,0,230,0,0,1,5,0,0,1,0,0,0,2,0,0,0,0,1,0,https://entropiez.com/pages-utilisateur/captcha.php,1
1,1,1,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,0,2,3,25,1,0,0,376,0,5,2,17,0,0,1,0,0,1,2,0,0,0,0,8,0,https://entropiez.com/pages-utilisateur/paiement.php,1
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,24,1,1,0,381,0,5,2,9,0,0,0,0,0,0,2,0,0,0,0,1,0,https://entropiez.com/pages-utilisateur/peage-impaye.php,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,35,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,https://ulys-secur.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://nativecropcare.com/public/vendor/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,10,102,0,0,0,102,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,0,0,https://eu.jotform.com/app/252495897046371.,1
1,1,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,3,1,3,21,1,0,0,599,0,0,2,8,0,0,1,0,0,1,3,0,0,0,0,0,0,https://bellsouth-att-sign-in-2c3004.webflow.io/,1
1,1,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,3,1,3,21,1,0,0,782,0,0,2,8,0,0,1,0,0,1,3,0,0,0,0,0,0,https://sbcglobal-att-signing-452b73.webflow.io/,1
1,1,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,6,6,0,0,0,188,0,18,1,12,0,0,1,0,0,0,2,0,0,0,0,8,1,https://ulys-consignes.com/,1
1,1,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,6,6,0,0,0,188,0,18,1,12,0,0,1,0,0,0,2,0,0,0,0,8,1,https://ulys-consignes.com/pages-utilisateur/captcha.php,1
1,1,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,6,6,0,0,0,188,0,18,1,12,0,0,1,0,0,0,2,0,0,0,0,8,1,https://ulys-consignes.com/pages-utilisateur/paiement.php,1
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10,0,14,14,0,0,0,97,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,https://btinternetcomdjn-9xbx.glide.page/dl/66a29b,1
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,25,1,24,21,0,0,0,80,0,3,2,33,0,1,0,0,0,0,20,1,0,0,0,0,0,https://portfolio-kasyemz.format.com/jj,1
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10,0,14,14,0,0,0,97,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,https://xbdhndd-r5bq.glide.page/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,96,36,0,0,0,36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,https://www.dropbox.com/scl/fi/ock3993l9g7443j2mjo3m/BT-EE-Upgrade-your-home-with-BT-Broadband.paper?rlkey=cmo0yjcckzgpo0wy8aymq0anp&st=1gwgx7mb&dl=0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://us11.campaign-archive.com/?u=f1e6a09f1b61bdfc1412ccacc&id=0bb2cb0af0,1
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,55,0,35,3,2,2,0,1,0,0,3928,0,58,2,16,0,0,0,0,0,1,7,0,0,0,0,2,29,https://us8.campaign-archive.com/?u=18ed2f5226872ccb9c4817412&id=599b4e5f97,1
1,1,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,6,6,0,0,0,188,0,18,1,12,0,0,1,0,0,0,2,0,0,0,0,8,1,http://niceiphonecase.com/?GkXwIYdgrV,1
1,1,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,6,6,0,0,0,188,0,18,1,12,0,0,1,0,0,0,2,0,0,0,0,8,1,http://40westlabelgroup.com/?2RiyEXexHf,1
1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,4,1,12,1,1,0,613,2,0,2,16,0,0,0,0,1,0,2,0,0,0,0,7,0,https://mijn.overheid.nl.berichtenbox.l2xqsqxmtxj6ebcfhhj15oq2ipcabw7kpns6ffwlxcutfz21kgd2.majorart.co.th/berichtenbox.php?3kd0ETqog0OaVLUaHVG3UZghEgI7rd96HY3hR6LG5smO9zLiQEQWwOzaQNl3Smff728UYnxGvsypmqQrEOr2XN0ObBNn967lPNSJ82kuGZ1d7bZf6DbAd7GAEWqjlcIizjP3Vz21qXJiNH4ZODK9XBsRHwdfDr2crZlTK83iS4jAtyULEOV4bO57OpUaxzWx5y7KvUTi1rbFEloT1YXuJWrtleiDwn7zrf9ros59LPQ6gXLMRrLW4NCB4B2NPlK0n4003Tr0aYGgLrfQrneulrSgZV9wjWe7KUbIoclv7T4V,1
1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,4,1,12,1,1,0,613,2,0,2,16,0,0,0,0,1,0,2,0,0,0,0,7,0,https://mijn.overheid.nl.berichtenbox.l2xqsqxmtxj6ebcfhhj15oq2ipcabw7kpns6ffwlxcutfz21kgd2.majorart.co.th/,1
